BarNoteClick,Message,Channel,Pitch,Velocity
30:2:59,On,ch=1,n=95,v=0
30:2:67,On,ch=1,n=83,v=0
30:2:95,On,ch=1,n=92,v=0
30:2:95,On,ch=1,n=71,v=0
30:2:109,On,ch=1,n=76,v=43
30:2:135,On,ch=1,n=83,v=45
30:2:135,On,ch=1,n=95,v=41
30:2:141,On,ch=1,n=71,v=48
30:2:152,On,ch=1,n=88,v=0
30:3:23,On,ch=1,n=88,v=45
30:3:56,On,ch=1,n=95,v=0
30:3:96,On,ch=1,n=92,v=42
30:3:124,On,ch=1,n=92,v=0
30:3:124,On,ch=1,n=88,v=0
30:3:124,On,ch=1,n=68,v=0
30:3:163,On,ch=1,n=61,v=48
30:3:165,On,ch=1,n=83,v=0
30:3:165,On,ch=1,n=100,v=0
30:3:165,On,ch=1,n=71,v=0
30:3:165,On,ch=1,n=80,v=0
30:3:165,On,ch=1,n=76,v=0
30:3:170,On,ch=1,n=73,v=44
30:3:170,On,ch=1,n=85,v=44
30:3:170,On,ch=1,n=88,v=47
30:3:170,On,ch=1,n=92,v=47
30:3:170,On,ch=1,n=97,v=46
30:3:172,On,ch=1,n=68,v=44
31:0:23,On,ch=1,n=68,v=0
31:0:23,On,ch=1,n=88,v=0
31:0:23,On,ch=1,n=64,v=0
31:0:47,On,ch=1,n=92,v=0
31:0:61,On,ch=1,n=88,v=43
31:0:63,On,ch=1,n=95,v=45
31:0:77,On,ch=1,n=68,v=43
31:0:77,On,ch=1,n=71,v=46
31:0:79,On,ch=1,n=64,v=45
31:0:96,On,ch=1,n=61,v=0
31:0:96,On,ch=1,n=73,v=0
31:0:96,Par,ch=1,c=64,v=127
31:0:97,On,ch=1,n=97,v=0
31:0:97,On,ch=1,n=85,v=0
31:0:125,On,ch=1,n=83,v=43
31:0:127,On,ch=1,n=92,v=48
31:0:159,On,ch=1,n=88,v=0
31:0:175,On,ch=1,n=71,v=0
31:1:15,On,ch=1,n=80,v=48
31:1:15,On,ch=1,n=88,v=43
31:1:31,On,ch=1,n=71,v=43
