BarNoteClick,Message,Channel,Pitch,Velocity
32:3:0,On,ch=14,n=51,v=120
32:5:0,On,ch=14,n=51,v=0
32:5:0,On,ch=14,n=52,v=120
33:0:0,Par,ch=14,c=7,v=64
33:0:28,Par,ch=14,c=7,v=65
33:0:55,Par,ch=14,c=7,v=66
33:1:0,On,ch=14,n=52,v=0
33:1:0,On,ch=14,n=53,v=120
33:1:23,Par,ch=14,c=7,v=67
33:1:50,Par,ch=14,c=7,v=68
33:2:0,On,ch=14,n=53,v=0
33:2:0,On,ch=14,n=54,v=120
33:2:18,Par,ch=14,c=7,v=69
33:2:45,Par,ch=14,c=7,v=70
33:3:0,On,ch=14,n=54,v=0
33:3:0,On,ch=14,n=53,v=120
33:3:13,Par,ch=14,c=7,v=71
33:3:40,Par,ch=14,c=7,v=72
33:4:8,Par,ch=14,c=7,v=73
33:4:35,Par,ch=14,c=7,v=74
33:5:0,On,ch=14,n=53,v=0
33:5:0,On,ch=14,n=52,v=120
33:5:3,Par,ch=14,c=7,v=75
33:5:30,Par,ch=14,c=7,v=76
33:5:56,Par,ch=14,c=7,v=77
34:0:0,On,ch=14,n=52,v=0
34:0:0,On,ch=14,n=54,v=120
34:0:25,Par,ch=14,c=7,v=78
34:0:51,Par,ch=14,c=7,v=79
34:1:20,Par,ch=14,c=7,v=80
34:1:46,Par,ch=14,c=7,v=81
34:2:15,Par,ch=14,c=7,v=82
34:2:41,Par,ch=14,c=7,v=83
34:3:0,On,ch=14,n=54,v=0
34:3:0,On,ch=14,n=53,v=120
34:3:10,Par,ch=14,c=7,v=84
34:3:36,Par,ch=14,c=7,v=85
34:4:0,On,ch=14,n=53,v=0
34:4:0,On,ch=14,n=52,v=120
34:4:5,Par,ch=14,c=7,v=86
34:4:31,Par,ch=14,c=7,v=87
34:4:58,Par,ch=14,c=7,v=88
34:5:0,On,ch=14,n=52,v=0
34:5:0,On,ch=14,n=50,v=120
34:5:26,Par,ch=14,c=7,v=89
34:5:53,Par,ch=14,c=7,v=90
35:0:0,On,ch=14,n=50,v=0
35:0:0,On,ch=14,n=48,v=120
35:0:21,Par,ch=14,c=7,v=91
35:0:48,Par,ch=14,c=7,v=92
35:1:16,Par,ch=14,c=7,v=93
35:1:43,Par,ch=14,c=7,v=94
35:2:0,On,ch=14,n=48,v=0
35:2:0,On,ch=14,n=50,v=120
35:2:11,Par,ch=14,c=7,v=95
35:2:38,Par,ch=14,c=7,v=96
35:3:0,On,ch=14,n=50,v=0
35:3:0,On,ch=14,n=52,v=120
35:3:6,Par,ch=14,c=7,v=97
35:3:33,Par,ch=14,c=7,v=98
35:4:0,On,ch=14,n=52,v=0
35:4:0,Par,ch=14,c=7,v=99
36:0:0,Par,ch=14,c=7,v=64
36:0:6,Par,ch=14,c=7,v=63
36:2:51,Par,ch=14,c=7,v=1
36:2:57,Par,ch=14,c=7,v=2
36:2:59,Par,ch=14,c=7,v=3
36:3:0,On,ch=14,n=65,v=120
36:3:0,On,ch=14,n=53,v=120
36:3:0,Par,ch=14,c=7,v=4
36:3:3,Par,ch=14,c=7,v=5
36:3:5,Par,ch=14,c=7,v=6
36:3:6,Par,ch=14,c=7,v=8
36:3:7,Par,ch=14,c=7,v=9
36:3:8,Par,ch=14,c=7,v=11
36:3:9,Par,ch=14,c=7,v=12
36:3:11,Par,ch=14,c=7,v=15
36:3:12,Par,ch=14,c=7,v=16
