BarNoteClick,Message,Channel,Pitch,Velocity
50:5:35,Par,ch=4,c=7,v=79
50:5:55,Par,ch=4,c=7,v=80
51:0:20,Par,ch=4,c=7,v=81
51:0:40,Par,ch=4,c=7,v=82
51:1:0,On,ch=4,n=69,v=0
51:1:0,On,ch=4,n=73,v=90
51:1:0,Par,ch=4,c=7,v=83
51:1:20,Par,ch=4,c=7,v=82
51:1:35,Par,ch=4,c=7,v=81
51:1:50,Par,ch=4,c=7,v=80
51:2:5,Par,ch=4,c=7,v=79
51:2:25,Par,ch=4,c=7,v=78
51:2:30,On,ch=4,n=73,v=0
51:2:30,On,ch=4,n=71,v=90
51:2:40,Par,ch=4,c=7,v=77
51:2:55,Par,ch=4,c=7,v=76
51:3:0,On,ch=4,n=71,v=0
51:3:0,On,ch=4,n=71,v=90
51:3:10,Par,ch=4,c=7,v=75
51:3:25,Par,ch=4,c=7,v=74
51:3:45,Par,ch=4,c=7,v=73
51:4:0,On,ch=4,n=71,v=0
51:4:0,On,ch=4,n=67,v=90
51:4:0,Par,ch=4,c=7,v=72
51:4:15,Par,ch=4,c=7,v=71
51:4:30,Par,ch=4,c=7,v=70
51:4:45,Par,ch=4,c=7,v=69
51:5:0,On,ch=4,n=67,v=0
51:5:0,On,ch=4,n=68,v=90
51:5:5,Par,ch=4,c=7,v=68
51:5:20,Par,ch=4,c=7,v=67
51:5:35,Par,ch=4,c=7,v=66
51:5:50,Par,ch=4,c=7,v=65
52:0:0,On,ch=4,n=68,v=0
52:0:0,On,ch=4,n=69,v=90
52:0:5,Par,ch=4,c=7,v=64
52:0:10,Par,ch=4,c=7,v=65
52:0:15,Par,ch=4,c=7,v=66
52:0:20,Par,ch=4,c=7,v=68
52:0:25,Par,ch=4,c=7,v=69
52:0:30,Par,ch=4,c=7,v=70
52:0:35,Par,ch=4,c=7,v=72
52:0:40,Par,ch=4,c=7,v=73
52:0:45,Par,ch=4,c=7,v=74
52:0:50,Par,ch=4,c=7,v=76
52:0:55,Par,ch=4,c=7,v=77
52:1:0,On,ch=4,n=69,v=0
52:1:0,On,ch=4,n=73,v=90
52:1:0,Par,ch=4,c=7,v=79
52:1:25,Par,ch=4,c=7,v=78
52:1:45,Par,ch=4,c=7,v=77
52:2:5,Par,ch=4,c=7,v=76
52:2:30,On,ch=4,n=73,v=0
52:2:30,On,ch=4,n=71,v=90
52:2:30,Par,ch=4,c=7,v=75
52:2:50,Par,ch=4,c=7,v=74
52:3:0,On,ch=4,n=71,v=0
52:3:0,On,ch=4,n=71,v=90
52:3:10,Par,ch=4,c=7,v=73
52:3:30,Par,ch=4,c=7,v=72
52:3:55,Par,ch=4,c=7,v=71
52:4:0,On,ch=4,n=71,v=0
52:4:0,On,ch=4,n=68,v=90
52:4:15,Par,ch=4,c=7,v=70
52:4:35,Par,ch=4,c=7,v=69
52:5:0,On,ch=4,n=68,v=0
52:5:0,On,ch=4,n=69,v=90
52:5:0,Par,ch=4,c=7,v=68
52:5:20,Par,ch=4,c=7,v=67
52:5:40,Par,ch=4,c=7,v=66
53:0:0,Par,ch=4,c=7,v=64
53:0:25,Par,ch=4,c=7,v=65
53:0:45,Par,ch=4,c=7,v=66
53:1:0,On,ch=4,n=69,v=0
53:1:0,On,ch=4,n=74,v=90
53:1:10,Par,ch=4,c=7,v=67
53:1:30,Par,ch=4,c=7,v=68
53:1:55,Par,ch=4,c=7,v=69
53:2:15,Par,ch=4,c=7,v=70
53:2:30,On,ch=4,n=74,v=0
53:2:30,On,ch=4,n=73,v=90
53:2:40,Par,ch=4,c=7,v=71
53:3:0,On,ch=4,n=73,v=0
53:3:0,On,ch=4,n=73,v=90
53:3:0,Par,ch=4,c=7,v=72
53:3:25,Par,ch=4,c=7,v=73
53:3:45,Par,ch=4,c=7,v=74
53:4:0,On,ch=4,n=73,v=0
53:4:0,On,ch=4,n=70,v=90
53:4:10,Par,ch=4,c=7,v=75
53:4:30,Par,ch=4,c=7,v=76
53:4:55,Par,ch=4,c=7,v=77
53:5:0,On,ch=4,n=70,v=0
53:5:0,On,ch=4,n=71,v=90
53:5:15,Par,ch=4,c=7,v=78
53:5:40,Par,ch=4,c=7,v=79
54:0:0,Par,ch=4,c=7,v=80
54:0:25,Par,ch=4,c=7,v=81
54:0:45,Par,ch=4,c=7,v=82
54:1:0,On,ch=4,n=71,v=0
54:1:0,On,ch=4,n=76,v=90
54:1:10,Par,ch=4,c=7,v=83
54:1:30,Par,ch=4,c=7,v=84
54:1:55,Par,ch=4,c=7,v=85
54:2:15,Par,ch=4,c=7,v=86
54:2:30,On,ch=4,n=76,v=0
54:2:30,On,ch=4,n=74,v=90
54:2:40,Par,ch=4,c=7,v=87
54:3:0,On,ch=4,n=74,v=0
54:3:0,On,ch=4,n=74,v=90
54:3:0,Par,ch=4,c=7,v=88
54:3:25,Par,ch=4,c=7,v=89
54:3:45,Par,ch=4,c=7,v=90
54:4:0,On,ch=4,n=74,v=0
54:4:0,On,ch=4,n=72,v=90
54:4:10,Par,ch=4,c=7,v=91
