BarNoteClick,Message,Channel,Pitch,Velocity
42:0:56,Par,ch=5,c=7,v=74
42:1:10,Par,ch=5,c=7,v=73
42:1:23,Par,ch=5,c=7,v=72
42:1:36,Par,ch=5,c=7,v=71
42:1:50,Par,ch=5,c=7,v=70
42:2:3,Par,ch=5,c=7,v=69
42:2:16,Par,ch=5,c=7,v=68
42:2:30,Par,ch=5,c=7,v=67
42:2:43,Par,ch=5,c=7,v=66
42:2:56,Par,ch=5,c=7,v=65
42:3:0,On,ch=5,n=59,v=0
42:3:10,Par,ch=5,c=7,v=64
42:3:23,Par,ch=5,c=7,v=63
42:3:36,Par,ch=5,c=7,v=62
42:3:50,Par,ch=5,c=7,v=61
42:4:3,Par,ch=5,c=7,v=60
47:0:0,On,ch=5,n=71,v=90
47:0:0,Par,ch=5,c=7,v=89
47:1:0,On,ch=5,n=71,v=0
47:1:0,On,ch=5,n=61,v=90
47:3:0,On,ch=5,n=61,v=0
47:3:0,On,ch=5,n=64,v=90
47:4:0,On,ch=5,n=64,v=0
47:4:0,On,ch=5,n=66,v=90
47:5:30,On,ch=5,n=66,v=0
47:5:30,On,ch=5,n=68,v=90
48:0:0,On,ch=5,n=68,v=0
48:0:0,On,ch=5,n=68,v=90
48:0:0,Par,ch=5,c=7,v=89
48:1:0,On,ch=5,n=68,v=0
48:1:0,On,ch=5,n=69,v=90
48:4:0,On,ch=5,n=69,v=0
48:4:0,On,ch=5,n=69,v=90
49:0:0,On,ch=5,n=57,v=90
49:0:0,Par,ch=5,c=7,v=99
50:0:0,On,ch=5,n=57,v=0
50:0:0,On,ch=5,n=69,v=0
50:0:0,On,ch=5,n=66,v=90
50:0:0,On,ch=5,n=54,v=90
50:0:0,Par,ch=5,c=7,v=85
50:3:0,On,ch=5,n=54,v=0
50:3:0,On,ch=5,n=66,v=0
50:3:0,On,ch=5,n=69,v=90
50:3:0,On,ch=5,n=57,v=90
51:0:0,On,ch=5,n=57,v=0
51:0:0,On,ch=5,n=69,v=0
51:0:0,On,ch=5,n=61,v=90
51:0:0,On,ch=5,n=73,v=90
51:0:0,Par,ch=5,c=7,v=99
52:0:0,On,ch=5,n=73,v=0
52:0:0,On,ch=5,n=61,v=0
52:0:0,On,ch=5,n=69,v=90
52:0:0,On,ch=5,n=57,v=90
52:0:0,Par,ch=5,c=7,v=100
53:3:0,On,ch=5,n=57,v=0
53:3:0,On,ch=5,n=69,v=0
53:3:0,On,ch=5,n=55,v=90
53:3:0,On,ch=5,n=67,v=90
53:3:0,Par,ch=5,c=7,v=86
54:0:0,On,ch=5,n=67,v=0
54:0:0,On,ch=5,n=55,v=0
54:0:0,On,ch=5,n=59,v=90
54:0:0,On,ch=5,n=71,v=90
54:0:0,Par,ch=5,c=7,v=90
54:3:0,On,ch=5,n=71,v=0
54:3:0,On,ch=5,n=59,v=0
54:3:0,On,ch=5,n=57,v=90
54:3:0,On,ch=5,n=69,v=90
54:3:0,Par,ch=5,c=7,v=93
54:5:0,On,ch=5,n=69,v=0
54:5:0,On,ch=5,n=57,v=0
54:5:0,On,ch=5,n=54,v=90
54:5:0,On,ch=5,n=66,v=90
54:5:0,Par,ch=5,c=7,v=97
55:0:0,On,ch=5,n=66,v=0
55:0:0,On,ch=5,n=54,v=0
55:0:0,On,ch=5,n=52,v=90
55:0:0,On,ch=5,n=64,v=90
55:0:0,Par,ch=5,c=7,v=99
57:0:0,On,ch=5,n=64,v=0
57:0:0,On,ch=5,n=52,v=0
57:0:0,On,ch=5,n=54,v=90
57:0:0,On,ch=5,n=66,v=90
57:0:0,Par,ch=5,c=7,v=103
57:3:0,On,ch=5,n=66,v=0
57:3:0,On,ch=5,n=54,v=0
57:3:0,On,ch=5,n=59,v=90
57:3:0,On,ch=5,n=71,v=90
57:3:0,Par,ch=5,c=7,v=105
57:5:0,On,ch=5,n=71,v=0
57:5:0,On,ch=5,n=59,v=0
57:5:0,On,ch=5,n=56,v=90
57:5:0,On,ch=5,n=68,v=90
57:5:0,Par,ch=5,c=7,v=110
58:3:0,On,ch=5,n=68,v=0
58:3:0,On,ch=5,n=56,v=0
58:3:0,On,ch=5,n=54,v=90
58:3:0,On,ch=5,n=66,v=90
58:3:0,Par,ch=5,c=7,v=106
59:0:0,On,ch=5,n=66,v=0
59:0:0,On,ch=5,n=54,v=0
59:0:0,On,ch=5,n=52,v=90
59:0:0,On,ch=5,n=64,v=90
59:0:16,Par,ch=5,c=7,v=98
59:2:46,Par,ch=5,c=7,v=92
59:3:0,On,ch=5,n=64,v=0
59:3:0,On,ch=5,n=52,v=0
59:3:0,On,ch=5,n=48,v=90
59:3:0,On,ch=5,n=60,v=90
60:0:0,Par,ch=5,c=7,v=84
60:1:0,On,ch=5,n=60,v=0
60:1:0,On,ch=5,n=48,v=0
62:3:0,On,ch=5,n=69,v=90
62:3:0,On,ch=5,n=57,v=90
62:3:0,Par,ch=5,c=7,v=96
63:0:0,On,ch=5,n=57,v=0
63:0:0,On,ch=5,n=69,v=0
63:3:0,On,ch=5,n=62,v=90
63:3:0,Par,ch=5,c=7,v=84
64:0:0,Par,ch=5,c=7,v=83
64:0:13,Par,ch=5,c=7,v=84
64:0:26,Par,ch=5,c=7,v=85
64:0:40,Par,ch=5,c=7,v=86
64:0:53,Par,ch=5,c=7,v=87
64:1:6,Par,ch=5,c=7,v=88
64:1:20,Par,ch=5,c=7,v=89
64:1:33,Par,ch=5,c=7,v=90
64:1:46,Par,ch=5,c=7,v=91
64:2:0,On,ch=5,n=62,v=0
64:2:0,On,ch=5,n=66,v=117
64:2:0,Par,ch=5,c=7,v=123
64:2:13,Par,ch=5,c=7,v=93
64:2:26,Par,ch=5,c=7,v=94
64:2:40,Par,ch=5,c=7,v=95
64:2:53,Par,ch=5,c=7,v=96
64:3:0,On,ch=5,n=66,v=0
64:3:0,On,ch=5,n=64,v=117
64:3:0,Par,ch=5,c=7,v=119
64:3:6,Par,ch=5,c=7,v=97
64:3:20,Par,ch=5,c=7,v=98
64:3:33,Par,ch=5,c=7,v=99
64:3:46,Par,ch=5,c=7,v=100
64:3:53,Par,ch=5,c=7,v=79
64:4:0,On,ch=5,n=64,v=0
65:2:0,Par,ch=5,c=7,v=123
65:3:0,On,ch=5,n=66,v=90
65:3:0,Par,ch=5,c=7,v=121
65:3:10,Par,ch=5,c=7,v=87
65:3:20,Par,ch=5,c=7,v=88
65:3:30,Par,ch=5,c=7,v=89
65:3:36,Par,ch=5,c=7,v=90
65:3:46,Par,ch=5,c=7,v=91
65:3:56,Par,ch=5,c=7,v=92
65:4:3,Par,ch=5,c=7,v=93
65:4:13,Par,ch=5,c=7,v=94
65:4:23,Par,ch=5,c=7,v=95
65:4:30,Par,ch=5,c=7,v=96
